id,season,week,season_type,start_date,start_time_tbd,completed,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_division,home_points,home_line_scores,home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_division,away_points,away_line_scores,away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
401628399,2024,8,regular,2024-10-19T23:00:00.000Z,False,True,False,False,,3973,FirstBank Stadium,238,Vanderbilt,SEC,fbs,24.0,"[3, 11, 0, 10]",0.9042891884815737,1400,1396.0,2050,Ball State,Mid-American,fbs,14.0,"[7, 0, 7, 0]",0.09571081151842631,1085.0,1089.0,7.2337044479,,
401628392,2024,8,regular,2024-10-19T23:00:00.000Z,False,True,False,True,,3887,Razorback Stadium,8,Arkansas,SEC,fbs,10.0,"[0, 7, 3, 0]",0.07073032520246239,1513,1490.0,99,LSU,SEC,fbs,34.0,"[10, 6, 8, 10]",0.9292696747975376,1875.0,1898.0,3.2139788267,,
401628398,2024,8,regular,2024-10-19T23:30:00.000Z,False,True,False,True,,3910,DKR-Texas Memorial Stadium,251,Texas,SEC,fbs,15.0,"[0, 0, 15, 0]",0.012471064367557372,2138,2089.0,61,Georgia,SEC,fbs,30.0,"[7, 16, 0, 7]",0.9875289356324426,2009.0,2058.0,3.975470081,,
401628393,2024,8,regular,2024-10-19T23:45:00.000Z,False,True,False,True,,3634,Ben Hill Griffin Stadium,57,Florida,SEC,fbs,48.0,"[3, 24, 7, 14]",0.9984042579380444,1548,1634.0,96,Kentucky,SEC,fbs,20.0,"[0, 13, 7, 0]",0.001595742061955563,1645.0,1559.0,4.47219541,,
401628402,2024,9,regular,2024-10-26T16:00:00.000Z,False,False,False,True,,3974,Vaught-Hemingway Stadium,145,Ole Miss,SEC,fbs,,,,1905,,201,Oklahoma,SEC,fbs,,,,1694.0,,,,
401628403,2024,9,regular,2024-10-26T16:45:00.000Z,False,False,False,True,,3693,Davis Wade Stadium,344,Mississippi State,SEC,fbs,,,,1405,,8,Arkansas,SEC,fbs,,,,1490.0,,,,
401628400,2024,9,regular,2024-10-26T19:30:00.000Z,False,False,False,True,,3657,Bryant-Denny Stadium,333,Alabama,SEC,fbs,,,,1996,,142,Missouri,SEC,fbs,,,,1735.0,,,,
401628405,2024,9,regular,2024-10-26T20:15:00.000Z,False,False,False,True,,3973,FirstBank Stadium,238,Vanderbilt,SEC,fbs,,,,1396,,251,Texas,SEC,fbs,,,,2089.0,,,,
401628404,2024,9,regular,2024-10-26T23:30:00.000Z,False,False,False,True,,3795,Kyle Field,245,Texas A&M,SEC,fbs,,,,1771,,99,LSU,SEC,fbs,,,,1898.0,,,,
401628401,2024,9,regular,2024-10-26T23:45:00.000Z,False,False,False,True,,3683,Kroger Field,96,Kentucky,SEC,fbs,,,,1559,,2,Auburn,SEC,fbs,,,,1552.0,,,,
401628412,2024,10,regular,2024-11-02T04:00:00.000Z,True,False,False,True,,3853,Neyland Stadium,2633,Tennessee,SEC,fbs,,,,1950,,96,Kentucky,SEC,fbs,,,,1559.0,,,,NIGHT: 6 - 8pm ET start
401628406,2024,10,regular,2024-11-02T04:00:00.000Z,True,False,False,True,,3887,Razorback Stadium,8,Arkansas,SEC,fbs,,,,1490,,145,Ole Miss,SEC,fbs,,,,1905.0,,,,EARLY: Noon - 1pm ET start
401628407,2024,10,regular,2024-11-02T04:00:00.000Z,True,False,False,True,,3785,Jordan-Hare Stadium,2,Auburn,SEC,fbs,,,,1552,,238,Vanderbilt,SEC,fbs,,,,1396.0,,,,EARLY: Noon - 1pm ET start
401628411,2024,10,regular,2024-11-02T04:00:00.000Z,True,False,False,True,,3994,Williams-Brice Stadium,2579,South Carolina,SEC,fbs,,,,1744,,245,Texas A&M,SEC,fbs,,,,1771.0,,,,NIGHT: 6 - 8pm ET start
401628410,2024,10,regular,2024-11-02T18:30:00.000Z,False,False,False,False,,3835,"Memorial Stadium (Norman, OK)",201,Oklahoma,SEC,fbs,,,,1696,1696.0,311,Maine,CAA,fcs,,,,,,,,
401628408,2024,10,regular,2024-11-02T19:30:00.000Z,False,False,True,True,,3712,EverBank Stadium,61,Georgia,SEC,fbs,,,,2058,,57,Florida,SEC,fbs,,,,1634.0,,,,
401628409,2024,10,regular,2024-11-02T20:15:00.000Z,False,False,False,False,,3693,Davis Wade Stadium,344,Mississippi State,SEC,fbs,,,,1405,,113,Massachusetts,FBS Independents,fbs,,,,1025.0,,,,
401628415,2024,11,regular,2024-11-09T05:00:00.000Z,True,False,False,True,,3838,Memorial Stadium,142,Missouri,SEC,fbs,,,,1735,,201,Oklahoma,SEC,fbs,,,,1694.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start
401628418,2024,11,regular,2024-11-09T05:00:00.000Z,True,False,False,True,,3973,FirstBank Stadium,238,Vanderbilt,SEC,fbs,,,,1396,,2579,South Carolina,SEC,fbs,,,,1744.0,,,,AFTERNOON: 3:30 - 4:30pm ET start
401628416,2024,11,regular,2024-11-09T05:00:00.000Z,True,False,False,True,,3853,Neyland Stadium,2633,Tennessee,SEC,fbs,,,,1950,,344,Mississippi State,SEC,fbs,,,,1405.0,,,,NIGHT: 6 - 8pm ET start
401628414,2024,11,regular,2024-11-09T05:00:00.000Z,True,False,False,True,,3974,Vaught-Hemingway Stadium,145,Ole Miss,SEC,fbs,,,,1905,,61,Georgia,SEC,fbs,,,,2058.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start
401628413,2024,11,regular,2024-11-09T05:00:00.000Z,True,False,False,True,,3958,Tiger Stadium (LA),99,LSU,SEC,fbs,,,,1898,,333,Alabama,SEC,fbs,,,,1996.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start
401628417,2024,11,regular,2024-11-09T17:00:00.000Z,False,False,False,True,,3910,DKR-Texas Memorial Stadium,251,Texas,SEC,fbs,,,,2089,,57,Florida,SEC,fbs,,,,1634.0,,,,
401628420,2024,12,regular,2024-11-16T05:00:00.000Z,True,False,False,True,,3634,Ben Hill Griffin Stadium,57,Florida,SEC,fbs,,,,1634,,99,LSU,SEC,fbs,,,,1898.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start
401628421,2024,12,regular,2024-11-16T05:00:00.000Z,True,False,False,True,,3917,Sanford Stadium,61,Georgia,SEC,fbs,,,,2058,,2633,Tennessee,SEC,fbs,,,,1950.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start
401628423,2024,12,regular,2024-11-16T05:00:00.000Z,True,False,False,True,,3994,Williams-Brice Stadium,2579,South Carolina,SEC,fbs,,,,1744,,142,Missouri,SEC,fbs,,,,1735.0,,,,AFTERNOON: 3:30 - 4:30pm ET start
401628419,2024,12,regular,2024-11-16T17:00:00.000Z,False,False,False,True,,3887,Razorback Stadium,8,Arkansas,SEC,fbs,,,,1490,,251,Texas,SEC,fbs,,,,2089.0,,,,
401628426,2024,12,regular,2024-11-16T17:45:00.000Z,False,False,False,False,,3785,Jordan-Hare Stadium,2,Auburn,SEC,fbs,,,,1552,,2433,UL Monroe,Sun Belt,fbs,,,,1272.0,,,,
401628422,2024,12,regular,2024-11-16T18:30:00.000Z,False,False,False,False,,3683,Kroger Field,96,Kentucky,SEC,fbs,,,,1570,1570.0,93,Murray State,MVFC,fcs,,,,,,,,
401628425,2024,12,regular,2024-11-16T19:00:00.000Z,False,False,False,False,,3657,Bryant-Denny Stadium,333,Alabama,SEC,fbs,,,,1999,1999.0,2382,Mercer,Southern,fcs,,,,,,,,
401628424,2024,12,regular,2024-11-17T00:45:00.000Z,False,False,False,False,,3795,Kyle Field,245,Texas A&M,SEC,fbs,,,,1771,,166,New Mexico State,Conference USA,fbs,,,,1164.0,,,,
401628433,2024,13,regular,2024-11-23T05:00:00.000Z,True,False,False,True,,3835,"Memorial Stadium (Norman, OK)",201,Oklahoma,SEC,fbs,,,,1694,,333,Alabama,SEC,fbs,,,,1996.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start
401628436,2024,13,regular,2024-11-23T05:00:00.000Z,True,False,False,True,,3910,DKR-Texas Memorial Stadium,251,Texas,SEC,fbs,,,,2089,,96,Kentucky,SEC,fbs,,,,1559.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start
401628428,2024,13,regular,2024-11-23T05:00:00.000Z,True,False,False,True,,3785,Jordan-Hare Stadium,2,Auburn,SEC,fbs,,,,1552,,245,Texas A&M,SEC,fbs,,,,1771.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start
401628427,2024,13,regular,2024-11-23T05:00:00.000Z,True,False,False,False,,3887,Razorback Stadium,8,Arkansas,SEC,fbs,,,,1490,,2348,Louisiana Tech,Conference USA,fbs,,,,1284.0,,,,
401628431,2024,13,regular,2024-11-23T05:00:00.000Z,True,False,False,True,,3958,Tiger Stadium (LA),99,LSU,SEC,fbs,,,,1898,,238,Vanderbilt,SEC,fbs,,,,1396.0,,,,NIGHT: 6 - 8pm ET start
401628432,2024,13,regular,2024-11-23T05:00:00.000Z,True,False,False,True,,3693,Davis Wade Stadium,344,Mississippi State,SEC,fbs,,,,1405,,142,Missouri,SEC,fbs,,,,1735.0,,,,AFTERNOON: 3:30 - 4:30pm ET start
401628429,2024,13,regular,2024-11-23T17:00:00.000Z,False,False,False,True,,3634,Ben Hill Griffin Stadium,57,Florida,SEC,fbs,,,,1634,,145,Ole Miss,SEC,fbs,,,,1905.0,,,,
401628430,2024,13,regular,2024-11-23T17:45:00.000Z,False,False,False,False,,3917,Sanford Stadium,61,Georgia,SEC,fbs,,,,2058,,113,Massachusetts,FBS Independents,fbs,,,,1025.0,,,,
401628435,2024,13,regular,2024-11-23T18:00:00.000Z,False,False,False,False,,3853,Neyland Stadium,2633,Tennessee,SEC,fbs,,,,1950,,2638,UTEP,Conference USA,fbs,,,,1162.0,,,,
401628434,2024,13,regular,2024-11-23T21:00:00.000Z,False,False,False,False,,3994,Williams-Brice Stadium,2579,South Carolina,SEC,fbs,,,,1742,1742.0,2747,Wofford,Southern,fcs,,,,,,,,
401628442,2024,14,regular,2024-11-29T20:30:00.000Z,False,False,False,True,,3974,Vaught-Hemingway Stadium,145,Ole Miss,SEC,fbs,,,,1905,,344,Mississippi State,SEC,fbs,,,,1405.0,,,,
401628439,2024,14,regular,2024-11-30T00:30:00.000Z,False,False,False,False,,3917,Sanford Stadium,61,Georgia,SEC,fbs,,,,2058,,59,Georgia Tech,ACC,fbs,,,,1581.0,,,,
401628441,2024,14,regular,2024-11-30T05:00:00.000Z,True,False,False,True,,3958,Tiger Stadium (LA),99,LSU,SEC,fbs,,,,1898,,201,Oklahoma,SEC,fbs,,,,1694.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start
401628445,2024,14,regular,2024-11-30T05:00:00.000Z,True,False,False,True,,3795,Kyle Field,245,Texas A&M,SEC,fbs,,,,1771,,251,Texas,SEC,fbs,,,,2089.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start
401628444,2024,14,regular,2024-11-30T05:00:00.000Z,True,False,False,False,,3836,"Memorial Stadium (Clemson, SC)",228,Clemson,ACC,fbs,,,,1863,,2579,South Carolina,SEC,fbs,,,,1744.0,,,,
401628440,2024,14,regular,2024-11-30T05:00:00.000Z,True,False,False,False,,3683,Kroger Field,96,Kentucky,SEC,fbs,,,,1559,,97,Louisville,ACC,fbs,,,,1691.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start
401628437,2024,14,regular,2024-11-30T05:00:00.000Z,True,False,False,True,,3657,Bryant-Denny Stadium,333,Alabama,SEC,fbs,,,,1996,,2,Auburn,SEC,fbs,,,,1552.0,,,,FLEX: 3:30 - 4:30pm OR 6 - 8pm ET start
401628443,2024,14,regular,2024-11-30T05:00:00.000Z,True,False,False,True,,3838,Memorial Stadium,142,Missouri,SEC,fbs,,,,1735,,8,Arkansas,SEC,fbs,,,,1490.0,,,,AFTERNOON: 3:30 - 4:30pm ET start
401628446,2024,14,regular,2024-11-30T05:00:00.000Z,True,False,False,True,,3973,FirstBank Stadium,238,Vanderbilt,SEC,fbs,,,,1396,,2633,Tennessee,SEC,fbs,,,,1950.0,,,,EARLY: Noon - 1pm ET start
401628438,2024,14,regular,2024-11-30T05:00:00.000Z,True,False,False,False,,3697,Doak Campbell Stadium,52,Florida State,ACC,fbs,,,,1526,,57,Florida,SEC,fbs,,,,1634.0,,,,
